"sofifa_id","short_name","age","day_birthday","height_cm","weight_kg","nationality","club","overall","potential","value_eur","wage_eur","player_positions","weak_foot","skill_moves"
"232156","M. Honsak","22","35419","188","78","Austria","SV Darmstadt 98","68","74","1200000","7000","LM","Left","1"
"232214","D. Lemos","24","34830","175","72","Colombia","Once Caldas","68","74","1200000","2000","LM","Right","3"
"232611","K. Miyahara","23","35146","172","67","Japan","Nagoya Grampus","68","74","1100000","3000","RB","Right","1"
"232770","S. Colombatto","22","35447","179","71","Argentina","Cagliari","68","74","1200000","10000","CM","Left","2"
"235005","O. Kakabadze","24","34877","186","79","Georgia","FC Luzern","68","74","1100000","5000","RB","Right","3"
"236037","P. Clement","23","35204","177","67","Netherlands","PEC Zwolle","68","74","1200000","4000","CM","Right","3"
"238971","M. Niemeyer","23","35014","178","71","Germany","SV Wehen Wiesbaden","68","74","1200000","6000","LM","Left","1"
"239432","A. Grbic","22","35281","188","82","Austria","Clermont Foot 63","68","74","1200000","3000","ST","Right","2"
"239577","Y. Coulibaly","24","34609","175","68","Burkina Faso","Le Havre AC","68","74","1100000","3000","LB","Left","3"
"240082","M. Lysov","21","35824","182","72","Russia","Lokomotiv Moscow","68","74","1100000","1000","LB","Left","2"
"240454","F. Wadja","24","34668","185","83","Cameroon","FC Lorient","68","74","1100000","3000","CDM","Right","3"
"241301","J. Shonga","22","35374","179","64","Zambia","Orlando Pirates","68","74","1200000","1000","ST","Right","3"
"243549","M. Hosseini","23","35236","183","76","Iran","Trabzonspor","68","74","1100000","9000","CB","Right","2"
"244464","E. Castillo","24","34735","175","80","Ecuador","Santos Laguna","68","74","1200000","8000","ST","Right","3"
"247881","J. Escobar","23","34883","177","76","Paraguay","Cruz Azul","68","74","1100000","8000","CB","Right","3"
"251630","E. Gallardo","22","35272","173","68","Venezuela","Toronto FC","68","74","1200000","3000","RW","Right","1"
"198350","D. Bentley","25","34163","188","72","England","Bristol City","68","73","875000","11000","GK","Right","1"
"200667","M. Power","25","34177","181","77","England","Sunderland","68","73","1100000","5000","CDM","Right","3"
"203461","H. Kryeziu","26","34012","181","75","Kosovo","FC ZĂĽrich","68","73","1100000","6000","CDM","Right","3"
"203746","Jon Toral","24","34735","184","77","Spain","Hull City","68","73","1200000","5000","CAM","Left","1"
"203824","R. Matthews","25","34375","192","78","England","Bolton Wanderers","68","73","875000","2000","GK","Right","1"
"205044","S. Maier","25","34230","179","68","Germany","VfL Bochum 1848","68","73","1200000","7000","CAM","Right","1"
"205163","E. Huws","25","34242","177","73","Wales","Ipswich Town","68","73","1200000","6000","CM","Left","3"
"206089","C. McGeehan","24","34795","180","71","Northern Ireland","Barnsley","68","73","1200000","5000","CM","Right","3"
"208309","I. CissĂ©","25","34393","181","84","Guinea","Fulham","68","73","1100000","14000","CDM","Right","3"
"209667","K. Triantafyllopoulos","26","34062","186","81","Greece","PogoĹ„ Szczecin","68","73","1100000","3000","CB","Right","2"
"210619","Jordi QuintillĂ ","25","34267","178","70","Spain","FC St. Gallen","68","73","1200000","6000","CM","Left","3"
"210644","E. Marcondes","24","34767","183","75","Denmark","Brentford","68","73","1200000","14000","CAM","Right","1"
"211363","T. Lockyer","24","34671","180","72","Wales","Charlton Athletic","68","73","1100000","6000","CB","Right","2"
"212244","C. Lenz","24","34599","180","81","Germany","1. FC Union Berlin","68","73","1100000","11000","LB","Left","3"
"213367","L. Abergel","26","34001","172","70","France","FC Lorient","68","73","1100000","3000","CDM","Right","1"
"213486","D. Efremov","24","34790","180","70","Russia","PFC CSKA Moscow","68","73","1200000","1000","RM","Right","1"
"214238","P. Parra","25","34508","175","60","Chile","Universidad de Chile","68","73","1200000","5000","CAM","Right","3"
"214356","J. MalagĂłn","26","34146","189","77","Colombia","Patriotas BoyacĂˇ FC","68","73","1100000","1000","CB","Right","2"
"214441","A. Contreras","26","34031","184","80","Chile","CD O'Higgins","68","73","1100000","3000","CB","Right","3"
"216255","M. Stefaniak","24","34733","178","76","Germany","SpVgg Greuther FĂĽrth","68","73","1200000","4000","LM","Right","4"
"216467","J. Payne","24","34632","165","60","England","Lincoln City","68","73","1200000","5000","CAM","Left","3"
"219635","D. OyarzĂşn","26","33988","185","78","Chile","Coquimbo Unido","68","73","1100000","2000","CB","Left","3"
"219664","L. Gordinho","25","34450","184","80","South Africa","Kaizer Chiefs","68","73","1100000","1000","CB","Right","2"
"219837","Aguza","26","33849","176","71","Spain","UD AlmerĂ­a","68","73","1100000","4000","CDM","Right","4"
"220148","N. Orsini","24","34589","186","75","Argentina","Club AtlĂ©tico LanĂşs","68","73","1200000","7000","ST","Right","2"
"220878","M. Cacutalua","24","34653","188","81","Germany","FC Erzgebirge Aue","68","73","1100000","3000","CB","Right","2"
"221521","R. Dekker","24","34773","173","65","Netherlands","PEC Zwolle","68","73","1100000","4000","CDM","Right","4"
"221756","Lee Gwang Hyeok","23","34953","169","63","Korea Republic","Pohang Steelers","68","73","1200000","4000","LW","Left","4"
"222262","C. Dessers","24","34676","185","80","Belgium","Heracles Almelo","68","73","1200000","4000","ST","Right","3"
"222597","E. Ohemeng","23","35081","175","65","Ghana","CD MirandĂ©s","68","73","1200000","4000","LW","Right","3"
"222926","A. Mbengue","25","34304","178","68","Senegal","Stade Malherbe Caen","68","73","1000000","4000","LB","Left","3"
"223755","M. Ritter","24","34622","173","72","Germany","SC Paderborn 07","68","73","1200000","8000","CAM","Right","4"
"223957","L. Pirard","24","34768","191","91","Belgium","Waasland-Beveren","68","73","900000","3000","GK","Right","1"
"224185","C. Leemans","23","34957","189","79","Netherlands","PEC Zwolle","68","73","1200000","4000","CM","Left","2"
"225168","V. Jacob","25","34500","171","67","France","Chamois Niortais Football Club","68","73","1200000","3000","CAM","Right","2"
"225174","D. Louiserre","24","34732","172","63","France","Chamois Niortais Football Club","68","73","1100000","3000","CDM","Right","3"
"225187","P. van Amersfoort","23","35156","193","77","Netherlands","Cracovia","68","73","1200000","3000","CAM","Right","3"
"225368","B. Gueye","24","34699","192","84","Senegal","SC Paderborn 07","68","73","1200000","9000","ST","Right","2"
"225476","C. Keita","23","35171","182","76","Mali","Birmingham City","68","73","1200000","5000","LM","Left","1"
"225533","C. Bedia","23","35129","190","82","Ivory Coast","ESTAC Troyes","68","73","1200000","4000","ST","Left","2"
"225562","Merquelanz","24","34862","176","72","Spain","CD MirandĂ©s","68","73","1200000","4000","LW","Left","1"
"225720","G. Bijl","23","34893","180","76","Netherlands","FC Emmen","68","73","1100000","3000","RB","Right","1"
"226179","M. Sauer","25","34469","177","70","Germany","SpVgg Greuther FĂĽrth","68","73","1000000","4000","RB","Right","1"
"226798","M. MartĂ­nez","26","34020","174","66","Argentina","Racing Club","68","73","1100000","7000","CB","Right","3"
"227847","M. James","25","34186","191","84","Canada","FC Midtjylland","68","73","1100000","8000","CB","Right","3"
"229150","P. Hatzidiakos","22","35448","181","74","Greece","AZ Alkmaar","68","73","1100000","4000","CB","Right","2"
"229733","C. Schoissengeyr","24","34625","195","92","Austria","FK Austria Wien","68","73","1100000","6000","CB","Right","2"
"229803","E. Taffertshofer","24","34754","174","71","Germany","SV Sandhausen","68","73","1100000","3000","CDM","Right","3"
"231394","Hildeberto Pereira","23","35126","177","77","Portugal","VitĂłria de SetĂşbal","68","73","1200000","3000","LW","Right","4"
"231948","B. Hines-Ike","24","34668","185","77","United States","KV Kortrijk","68","73","1100000","5000","CB","Right","3"
"232005","E. Palomeque","26","33884","193","83","Colombia","Al Raed","68","73","1100000","8000","CB","Right","2"
"232699","L. Comas","24","34714","172","67","Argentina","Patronato","68","73","1200000","5000","LM","Right","1"
"233223","P. Brlek","25","34363","180","74","Croatia","Ascoli","68","73","1200000","2000","CM","Right","1"
"233372","B. Merlini","23","34884","165","62","Argentina","Defensa y Justicia","68","73","1200000","5000","LW","Right","1"
"233840","E. Kouassi","21","35777","185","83","Ivory Coast","Celtic","68","73","1100000","12000","CDM","Right","2"
"237524","S. Kaba","24","34799","191","80","Guinea","FC Midtjylland","68","73","1200000","9000","ST","Right","3"
"237769","K. Kitagawa","22","35272","180","74","Japan","SK Rapid Wien","68","73","1200000","7000","ST","Right","3"
"239446","HĂ©lder Ferreira","22","35525","179","70","Portugal","FC PaĂ§os de Ferreira","68","73","1200000","4000","RW","Right","3"
"239795","C. Ekuban","25","34416","180","80","Ghana","Trabzonspor","68","73","1200000","12000","ST","Right","3"
"241874","A. Blondell","25","34471","185","77","Venezuela","CD Huachipato","68","73","1200000","4000","ST","Right","3"
"241981","Nanu","25","34471","177","67","Guinea Bissau","Clube Sport MarĂ­timo","68","73","1000000","4000","RB","Right","3"
"242716","C. Baird","23","35094","178","73","United States","Real Salt Lake","68","73","1200000","3000","ST","Right","4"
"244385","G. Bushchan","25","34485","196","84","Ukraine","Dynamo Kyiv","68","73","875000","1000","GK","Right","1"
"247696","A. Barman","25","34370","175","72","United Arab Emirates","Al Ain FC","68","73","1100000","1000","CDM","Left","2"
"248061","C. BÄrbuČ›","24","34811","166","60","Romania","Universitatea Craiova","68","73","1200000","4000","RW","Right","3"
"250727","E. Banguera","22","35289","185","75","Colombia","Gil Vicente FC","68","73","1100000","4000","LB","Left","3"
"193272","S. Ĺžahin-Radlinger","26","33915","196","83","Austria","Barnsley","68","72","850000","4000","GK","Right","1"
"202770","C. Ripley","26","34013","191","96","England","Preston North End","68","72","850000","8000","GK","Right","1"
"204131","K. Escamilla","25","34386","179","76","Mexico","U.N.A.M.","68","72","1000000","7000","CDM","Right","2"
"204847","T. Kane","25","34229","180","70","England","Queens Park Rangers","68","72","1000000","4000","RB","Right","2"
"207899","Neto","26","33817","189","93","Brazil","AmĂ©rica de Cali","68","72","850000","1000","GK","Right","1"
"209402","E. Acolatse","23","34905","180","80","Netherlands","Sint-Truidense VV","68","72","1200000","5000","LM","Right","1"
"209510","A. Corryn","25","34337","177","73","Belgium","KV Mechelen","68","72","1000000","5000","CDM","Left","2"
"210366","N. Lomb","25","34178","187","84","Germany","Bayer 04 Leverkusen","68","72","850000","14000","GK","Right","1"
"210476","M. Kuster","25","34387","194","82","Austria","SV Mattersburg","68","72","850000","6000","GK","Right","1"
"213841","V. Lekhal","25","34392","187","72","France","Le Havre AC","68","72","1000000","3000","CDM","Left","2"
"214194","A. Correa","25","34363","175","75","Colombia","La Equidad","68","72","1000000","1000","LB","Left","2"
"214930","Caro","26","34036","182","70","Spain","Albacete BP","68","72","1000000","4000","CB","Right","3"
"215328","G. Gil Romero","26","34095","177","77","Argentina","Club AtlĂ©tico Aldosivi","68","72","1000000","5000","CDM","Right","2"
"216346","A. Powell","24","34533","182","75","Jamaica","FC Cincinnati","68","72","1000000","3000","RB","Right","3"
"219558","G. Koomson","24","34586","180","69","Ghana","SK Brann","68","72","1200000","3000","RW","Right","3"
"219941","G. CastellĂłn","25","34220","190","78","Chile","CD Huachipato","68","72","850000","2000","GK","Right","1"
"222930","T. Serbest","25","34456","185","79","Turkey","FK Austria Wien","68","72","1100000","7000","CM","Right","3"
"223214","K. Friesenbichler","25","34460","188","75","Austria","VfL OsnabrĂĽck","68","72","1200000","7000","ST","Left","2"
"223566","W. Dammers","24","34759","185","68","Netherlands","Fortuna Sittard","68","72","1000000","4000","CB","Right","2"
"223867","A. Gruber","24","34879","174","70","Austria","SV Mattersburg","68","72","1200000","7000","LM","Left","3"
"229147","JoĂŁo VigĂˇrio","23","35023","181","74","Portugal","CD Tondela","68","72","1000000","3000","LB","Left","3"
"229360","Unai Bilbao","25","34369","192","88","Spain","AtlĂ©tico de San Luis","68","72","1000000","5000","CB","Left","2"
"229686","Henrique","24","34704","180","81","Brazil","Portimonense SC","68","72","1000000","3000","LB","Left","2"
"229890","E. Hackman","24","34833","187","76","Ghana","Portimonense SC","68","72","1000000","3000","RB","Right","3"
"231878","T. Miller","26","34040","193","93","United States","Los Angeles FC","68","72","850000","3000","GK","Right","1"
"232358","Judson","26","34114","170","71","Brazil","San Jose Earthquakes","68","72","1000000","3000","CDM","Right","2"
"233588","Elgezabal","26","34084","185","74","Spain","AD AlcorcĂłn","68","72","1000000","4000","CB","Right","2"
"233911","Matos","24","34825","168","64","Spain","FC Twente","68","72","1000000","4000","LB","Left","2"
"234172","B. Bese","25","34460","188","84","Hungary","Le Havre AC","68","72","1000000","3000","RB","Right","3"
"234834","K. AndriÄ‡","24","34881","189","85","Serbia","Dinamo Zagreb","68","72","1200000","1000","ST","Right","3"
"234994","RatĂłn","26","34048","192","84","Spain","Real Zaragoza","68","72","850000","3000","GK","Left","1"
"237023","Y. Merdji","25","34271","174","72","France","AJ Auxerre","68","72","1200000","3000","ST","Right","3"
"237882","L. Parunashvili","26","34014","183","75","Georgia","Esbjerg fB","68","72","1000000","5000","CDM","Right","2"
"237895","V. van Crooij","23","35093","177","70","Netherlands","PEC Zwolle","68","72","1200000","4000","LW","Right","3"
"238619","J. Nikolaou","25","34181","183","83","Germany","SG Dynamo Dresden","68","72","1000000","7000","CDM","Left","1"
"238942","N. MitroviÄ‡","26","33892","193","90","Slovenia","Jagiellonia BiaĹ‚ystok","68","72","1000000","4000","CB","Right","2"
"239097","D. Srbeny","25","34459","190","83","Germany","Norwich City","68","72","1200000","18000","ST","Right","3"
"239980","O. Popescu","25","34389","189","77","Romania","FCSB (Steaua)","68","72","1000000","6000","CDM","Right","2"
"244790","U. Ekpai","23","34989","176","74","Nigeria","Viktoria PlzeĹ","68","72","1200000","1000","RW","Right","3"
"245538","K. Furuhashi","24","34719","170","63","Japan","Vissel Kobe","68","72","1200000","3000","LM","Right","1"
"247270","I. Alibaev","25","34343","173","62","Uzbekistan","FC Seoul","68","72","1100000","4000","CM","Right","5"
"248834","GonĂ§alo GregĂłrio","24","34864","184","72","Portugal","SC Braga","68","72","1200000","6000","ST","Right","2"
"251399","L. Kambole","25","34354","170","75","Zambia","Kaizer Chiefs","68","72","1200000","1000","ST","Right","1"
"251681","MaracĂˇs","25","34451","184","71","Brazil","FC PaĂ§os de Ferreira","68","72","1000000","4000","CB","Right","2"
"252682","A. Mansour","25","34437","178","70","Egypt","Egypt","68","72","0","0","CB","Left","1"
"191192","D. Petrucci","27","33516","184","76","Italy","Ascoli","68","71","975000","2000","CDM","Right","2"
"193716","D. Wilson","27","33599","188","79","Scotland","Colorado Rapids","68","71","975000","3000","CB","Left","2"
"198511","Mika","28","33305","195","90","Portugal","Os Belenenses","68","71","800000","3000","GK","Left","1"
"200793","C. Robertson","25","34217","188","76","Scotland","Rotherham United","68","71","1000000","5000","CB","Left","2"
"201888","V. Berisha","25","34437","175","75","Norway","SK Brann","68","71","1100000","3000","ST","Right","3"
"202889","A. Ă–ztĂĽrk","25","34166","186","90","Belgium","GĂ¶ztepe SK","68","71","1000000","8000","CDM","Right","3"
"203060","J. Vela","25","34317","185","70","England","Hibernian","68","71","1100000","4000","CM","Right","1"
"203069","R. Tunnicliffe","26","33968","183","80","England","Luton Town","68","71","1100000","7000","CM","Right","3"
"203265","T. Blackett","25","34426","188","87","England","Reading","68","71","975000","8000","LB","Left","3"
"203308","J. Brillante","26","34053","177","73","Australia","Melbourne City FC","68","71","1000000","5000","CDM","Right","3"
"204044","M. KobylaĹ„ski","25","34401","178","75","Poland","Eintracht Braunschweig","68","71","1100000","3000","CAM","Right","1"
"204701","S. Khelifi","25","34360","173","65","Switzerland","FC ZĂĽrich","68","71","1100000","6000","RM","Right","3"
"205190","B. Sankoh","27","33683","180","73","Guinea","Stade Malherbe Caen","68","71","975000","4000","CDM","Right","3"
"205712","Bruno Andrade","25","34244","175","74","Portugal","Lincoln City","68","71","1100000","5000","LM","Right","4"
"205845","Tiago Ferreira","25","34160","183","76","Portugal","Universitatea Craiova","68","71","1000000","4000","CB","Left","2"
"205894","P. Iliev","27","33572","180","69","Bulgaria","Bulgaria","68","71","0","0","GK","Right","1"
"206159","S. Sabelli","26","33982","180","74","Italy","Brescia","68","71","975000","6000","RB","Right","2"
"206653","B. Potts","24","34518","188","81","England","Preston North End","68","71","1100000","10000","RM","Right","1"
"207660","D. Wydra","25","34414","186","85","Austria","FC Erzgebirge Aue","68","71","1000000","3000","CB","Right","3"
"207712","N. Bertrams","26","33977","185","81","Netherlands","FC NordsjĂ¦lland","68","71","800000","4000","GK","Right","1"
"208022","I. Ezekiel","25","34266","178","70","Nigeria","KV Kortrijk","68","71","1100000","6000","ST","Right","3"
"208626","A. Said","26","34079","180","70","Italy","Rio Ave FC","68","71","1100000","5000","ST","Left","3"
"208894","F. Bednarek","26","33873","188","81","Poland","SC Heerenveen","68","71","800000","3000","GK","Right","1"
"209335","K. Haugen","25","34386","188","77","Norway","Molde FK","68","71","975000","3000","LB","Left","3"
"209701","J. Pelupessy","26","34104","172","63","Netherlands","Sheffield Wednesday","68","71","1000000","10000","CDM","Right","2"
"210011","T. Ondaan","25","34221","171","72","Guyana","Grenoble Foot 38","68","71","1100000","3000","LW","Right","3"
"210409","L. MacLeod","25","34501","175","72","Scotland","Wigan Athletic","68","71","1100000","7000","CM","Right","4"
"211037","De La Hoz","27","33693","179","74","Spain","UD AlmerĂ­a","68","71","975000","4000","CDM","Left","3"
"211299","K. Roos","27","33755","196","90","Netherlands","Derby County","68","71","775000","8000","GK","Right","1"
"211438","M. BĂĽrki","25","34160","181","82","Switzerland","SV Zulte-Waregem","68","71","1000000","6000","CB","Left","3"
"211514","R. James","25","34280","169","71","England","Doncaster Rovers","68","71","975000","5000","LB","Left","3"
"211574","M. BakiÄ‡","25","34274","185","78","Montenegro","Royal Excel Mouscron","68","71","1100000","5000","CM","Right","3"
"212104","J. GĂłmez","25","34167","176","67","Mexico","QuerĂ©taro","68","71","1100000","5000","CM","Right","1"
"212409","A. RenterĂ­a","26","34034","179","79","Colombia","Rionegro Ăguilas","68","71","1100000","1000","ST","Right","3"
"214343","D. Moreno","27","33496","178","71","Colombia","Independiente MedellĂ­n","68","71","975000","2000","CDM","Right","2"
"214582","C. Bonilla","26","34122","189","80","Colombia","La Equidad","68","71","800000","1000","GK","Right","1"
"215208","E. Isnaldo","25","34341","180","72","Argentina","UniĂłn La Calera","68","71","1100000","2000","LM","Left","1"
"215604","C. Brunner","25","34382","180","75","Switzerland","DSC Arminia Bielefeld","68","71","975000","6000","RB","Right","4"
"215969","L. Dos Santos","26","34049","177","70","France","Valenciennes FC","68","71","975000","3000","RB","Right","1"
"216078","F. RaiÄŤeviÄ‡","25","34152","188","75","Montenegro","Livorno","68","71","1100000","2000","ST","Right","2"
"216568","Mario Barco","26","33961","183","84","Spain","CD MirandĂ©s","68","71","1100000","4000","ST","Right","2"
"218658","D. Iorfa","24","34874","193","78","England","Sheffield Wednesday","68","71","1000000","9000","RB","Right","1"
"219871","J. Medranda","25","34372","173","68","Colombia","Sporting Kansas City","68","71","975000","3000","LB","Left","1"
"220051","M. MiloĹˇ","26","34150","175","70","Croatia","CD Aves","68","71","975000","5000","RB","Right","3"
"221144","Alain Oyarzun","25","34239","178","71","Spain","CD Numancia","68","71","1100000","5000","LM","Left","3"
"221926","M. Araz","25","34351","173","69","Switzerland","Atiker Konyaspor","68","71","1100000","7000","CAM","Right","1"
"222565","Han Eui Kwon","25","34515","181","73","Korea Republic","Suwon Samsung Bluewings","68","71","1100000","4000","LW","Right","3"
"222838","B. Ajdini","26","33948","176","73","Germany","VfL OsnabrĂĽck","68","71","975000","6000","RB","Right","3"
"223747","S. Kingsley","24","34538","178","77","Scotland","Hull City","68","71","1000000","5000","LB","Left","3"
"223793","S. Grahovac","26","33866","182","75","Bosnia Herzegovina","SK Rapid Wien","68","71","1000000","7000","CDM","Right","1"
"223819","Juan CĂˇmara","25","34378","180","66","Spain","Jagiellonia BiaĹ‚ystok","68","71","1100000","4000","LM","Left","3"
"224436","S. VĂ¤isĂ¤nen","25","34490","190","75","Finland","SPAL","68","71","1000000","5000","CB","Right","2"
"224584","Jairo","25","34264","165","64","Spain","Girona FC","68","71","1100000","4000","LM","Left","1"
"225875","N. Kreuzer","26","34020","178","76","Germany","SG Dynamo Dresden","68","71","975000","8000","RB","Right","3"
"228716","Kevin","26","34051","173","72","Spain","RC Celta","68","71","975000","8000","RB","Right","3"
"228912","B. Allain","27","33570","185","77","France","Olympiacos CFP","68","71","775000","1000","GK","Right","1"
"229654","Gerard ValentĂ­n","25","34178","177","75","Spain","CD Lugo","68","71","975000","4000","RB","Right","1"
"229905","A. BardakcÄ±","24","34584","190","80","Turkey","Atiker Konyaspor","68","71","1000000","6000","CB","Left","2"
"229966","Nando","25","34498","178","68","Spain","Deportivo AlavĂ©s","68","71","1100000","9000","RM","Right","1"
"230019","V. N'Simba","25","34158","167","67","DR Congo","Clermont Foot 63","68","71","975000","3000","LB","Left","3"
"230984","F. Gino","26","34026","176","70","Uruguay","Club AtlĂ©tico Aldosivi","68","71","1100000","5000","CM","Right","1"
"231706","K. LondoĂ±o","25","34296","180","72","Colombia","Once Caldas","68","71","1100000","2000","RM","Right","3"
"232691","Kim Min Hyeok","27","33661","187","73","Korea Republic","Jeonbuk Hyundai Motors","68","71","975000","4000","CB","Right","2"
"233329","M. Villanueva","26","34073","192","78","Venezuela","MĂˇlaga CF","68","71","1000000","4000","CB","Left","3"
"234284","C. Soukou","26","33879","186","82","Benin","DSC Arminia Bielefeld","68","71","1100000","7000","ST","Right","1"
"237537","V. Kostevych","26","33900","174","66","Ukraine","Lech PoznaĹ„","68","71","975000","4000","LB","Left","2"
"238666","A. Nandzik","26","33859","172","70","Germany"," SSV Jahn Regensburg","68","71","975000","5000","LB","Left","2"
"239523","M. Rossmann","24","34825","192","90","Germany","Heracles Almelo","68","71","1000000","3000","CB","Right","2"
"241750","S. Bguir","25","34415","178","66","Tunisia","Abha Club","68","71","1100000","8000","CAM","Left","3"
"243806","O. Darfalou","25","34241","184","80","Algeria","Vitesse","68","71","1100000","8000","ST","Right","3"
"245148","M. Comba","25","34350","170","68","Argentina","Gimnasia y Esgrima La Plata","68","71","1100000","6000","RM","Right","1"
"248002","A. Miron","25","34482","185","82","Romania","FC BotoĹźani","68","71","1000000","4000","CB","Right","2"
"248003","A. BurcÄ","26","34074","187","82","Romania","CFR Cluj","68","71","1000000","5000","CB","Right","2"
"184040","M. Hansen","29","33039","189","85","Denmark","StrĂ¸msgodset IF","68","70","750000","2000","GK","Right","1"
"188601","A. Coeff","27","33654","185","67","France","AJ Auxerre","68","70","950000","3000","CDM","Right","1"
"190491","R. Gabrielsen","27","33673","186","87","Norway","Molde FK","68","70","950000","3000","CB","Right","1"
"190793","H. VuÄŤkiÄ‡","26","33837","186","83","Slovenia","FC Twente","68","70","1100000","5000","CAM","Left","1"
"198953","S. Benedetti","27","33697","190","80","Italy","Pisa","68","70","950000","1000","CB","Right","3"
"199491","Fran GarcĂ­a","26","33945","174","70","Spain","Albacete BP","68","70","950000","4000","LB","Left","2"
"200689","R. Leonard","27","33748","185","82","England","Millwall","68","70","950000","6000","CDM","Right","3"
"201359","M. Abu","27","33556","170","68","Ghana","VĂĄlerenga Fotball","68","70","950000","2000","CDM","Left","2"
"202043","K. Holmberg","26","34031","185","73","Sweden","IFK NorrkĂ¶ping","68","70","1100000","5000","ST","Right","3"
"202164","P. Kitchen","27","33663","183","73","United States","LA Galaxy","68","70","950000","3000","CDM","Right","4"
"202469","D. Bingham","29","32800","188","86","United States","LA Galaxy","68","70","750000","3000","GK","Right","1"
"203225","J. Jeggo","27","33646","178","71","Australia","FK Austria Wien","68","70","950000","7000","CDM","Right","2"
"203388","Tiago Alves","26","33981","182","72","Brazil","Sagan Tosu","68","70","1100000","3000","ST","Left","4"
"205655","A. MacDonald","26","33892","184","70","England","Hull City","68","70","950000","6000","CB","Right","2"
"208102","K. Larsen","26","33994","190","88","Denmark","IFK NorrkĂ¶ping","68","70","950000","4000","CB","Right","2"
"208158","F. Andrada","25","34396","180","76","Argentina","Club AtlĂ©tico Aldosivi","68","70","1100000","5000","ST","Right","3"
"208592","M. Delgado","24","34835","175","66","United States","Toronto FC","68","70","1100000","3000","CM","Right","2"
"210543","M. Migliorini","27","33606","194","86","Italy","US Salernitana 1919","68","70","950000","2000","CB","Right","2"
"211619","S. Bateau","28","33267","186","85","Trinidad & Tobago","KV Mechelen","68","70","900000","6000","CB","Right","3"
"212643","P. Cibicki","25","34343","182","66","Sweden","Leeds United","68","70","1100000","24000","ST","Right","1"
"212932","Y. Ono","26","33960","170","69","Japan","Sagan Tosu","68","70","1100000","3000","CAM","Right","4"
"213644","A. Geipl","27","33715","178","73","Germany"," SSV Jahn Regensburg","68","70","950000","5000","CDM","Right","3"
"214217","B. Vidal","28","33315","179","77","Chile","Coquimbo Unido","68","70","900000","2000","CB","Right","2"
"215404","Bruno Pires","27","33736","184","80","Brazil","VitĂłria de SetĂşbal","68","70","950000","3000","CB","Right","2"
"215650","L. Bijker","26","34032","175","74","Netherlands","KV Mechelen","68","70","950000","6000","LB","Left","3"
"217620","A. Seck","27","33759","192","95","Senegal","Royal Antwerp FC","68","70","950000","5000","CB","Right","2"
"220035","A. Ajagun","26","34010","168","65","Nigeria","KV Kortrijk","68","70","1100000","6000","CAM","Right","3"
"221605","A. Jeremejeff","25","34254","192","85","Sweden","SG Dynamo Dresden","68","70","1100000","9000","ST","Right","2"
"222883","T. TourĂ©","25","34330","175","72","Ivory Coast","FC Sochaux-MontbĂ©liard","68","70","1100000","3000","LM","Right","1"
"223104","M. McNulty","26","33861","178","70","Scotland","Sunderland","68","70","1100000","7000","ST","Right","3"
"223330","M. Moscati","26","33909","180","75","Italy","Perugia","68","70","1100000","2000","CM","Right","1"
"223332","M. Sprocati","25","34303","173","75","Italy","Parma","68","70","1100000","16000","LW","Right","4"
"224250","D. RoĂźbach","26","34027","187","83","Germany","Karlsruher SC","68","70","950000","6000","LB","Left","3"
"227919","L. Ospina","28","33287","190","80","Colombia","Alianza Petrolera","68","70","900000","2000","CB","Right","2"
"227998","D. Badji","26","33893","183","79","Senegal","FC Dallas","68","70","1100000","4000","ST","Left","3"
"228209","S. Ntshangase","26","34100","172","65","South Africa","Kaizer Chiefs","68","70","1100000","1000","CAM","Right","1"
"228508","F. Kalig","26","34056","181","78","Germany","FC Erzgebirge Aue","68","70","950000","3000","CB","Right","2"
"229444","F. De Paul","28","33353","183","84","Chile","Universidad de Chile","68","70","775000","4000","GK","Right","1"
"229748","M. George","25","34265","190","80","Costa Rica","VĂĄlerenga Fotball","68","70","1100000","3000","ST","Right","3"
"229879","D. Romney","26","34132","188","79","United States","LA Galaxy","68","70","950000","3000","CB","Left","1"
"232900","C. Monschein","26","33899","178","74","Austria","FK Austria Wien","68","70","1100000","8000","ST","Right","3"
"239093","J. Clauss","26","33872","185","72","France","DSC Arminia Bielefeld","68","70","950000","6000","RB","Right","3"
"239357","C. Gebauer","25","34323","187","75","Austria","SCR Altach","68","70","1100000","6000","RM","Right","3"
"241672","M. LeĹˇkoviÄ‡","28","33356","188","86","Croatia","Dinamo Zagreb","68","70","900000","1000","CB","Right","3"
"244006","Lucas Ăfrico","24","34735","188","80","Brazil","Clube Sport MarĂ­timo","68","70","975000","4000","CB","Left","2"
"244474","M. Bordeianu","27","33560","175","73","Romania","CFR Cluj","68","70","950000","5000","CDM","Right","2"
"248099","N. RoČ™u","25","34155","175","75","Romania","Gaz Metan MediaĹź","68","70","1100000","4000","CAM","Left","3"
"173531","B. Amos","29","32973","193","76","England","Charlton Athletic","68","69","725000","6000","GK","Right","1"
"182897","S. Bruzzese","30","32568","185","80","Belgium","KV Kortrijk","68","69","700000","5000","GK","Left","1"
"183513","J. Grahl","30","32408","192","89","Germany","VfB Stuttgart","68","69","700000","8000","GK","Right","1"
"188836","J. Steele","28","33103","188","79","England","Brighton & Hove Albion","68","69","750000","14000","GK","Right","1"
